store_primary_category,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_duration,partner_density,order_day,order_hour,order_period,busy_ratio,avg_item_price,order_size,grouped_category,order_period_encoded,log_delivery_duration,is_high_duration
steak,4,6344,3,949,1699,129.0,110.0,232.0,4954.0,0.5536480686695279,Saturday,3,Night,0.8461538461538461,1586.0,Medium,American,3,8.508152446764088,1
vietnamese,3,2900,3,600,1300,40.0,40.0,73.0,5990.0,0.5405405405405406,Sunday,3,Night,0.975609756097561,966.6666666666666,Medium,Asian,3,8.698013622083925,1
fast,3,1512,3,169,479,9.0,9.0,27.0,5322.0,0.3214285714285714,Monday,3,Night,0.9,504.0,Medium,Fast Food,3,8.579792333172758,1
fast,3,1512,3,169,479,5.0,5.0,5.0,5402.0,0.8333333333333334,Wednesday,1,Night,0.8333333333333334,504.0,Medium,Fast Food,3,8.594709633844065,1
mexican,6,5375,6,100,1595,18.0,18.0,51.0,5870.0,0.3461538461538461,Monday,3,Night,0.9473684210526316,895.8333333333334,Medium,Mexican,3,8.677780256064185,1
fast,8,796,3,0,229,3.0,3.0,1.0,5183.0,1.5,Tuesday,1,Night,0.75,99.5,Medium,Fast Food,3,8.55333223803211,1
fast,4,696,4,159,209,4.0,4.0,2.0,5275.0,1.3333333333333333,Tuesday,19,Evening,0.8,174.0,Medium,Fast Food,1,8.570923513837204,1
fast,13,2155,6,100,169,12.0,12.0,20.0,4962.0,0.5714285714285714,Saturday,3,Night,0.9230769230769232,165.76923076923077,Medium,Fast Food,3,8.50976567558744,1
chinese,2,1132,2,190,942,10.0,10.0,8.0,6176.0,1.1111111111111112,Saturday,4,Night,0.9090909090909092,566.0,Small,Asian,3,8.728587995695898,1
catering,2,1025,2,395,495,24.0,24.0,35.0,5051.0,0.6666666666666666,Sunday,21,Evening,0.96,512.5,Small,Other,1,8.527539483470381,1
convenience-store,4,2076,4,189,199,12.0,11.0,13.0,5885.0,0.8571428571428571,Tuesday,23,Night,0.8461538461538461,519.0,Medium,Other,3,8.680331928793418,1
thai,2,1645,2,500,1095,62.0,62.0,85.0,5248.0,0.7209302325581395,Wednesday,20,Evening,0.984126984126984,822.5,Small,Asian,1,8.5657928612523,1
smoothie,1,725,1,725,725,2.0,2.0,3.0,5503.0,0.5,Monday,19,Evening,0.6666666666666666,725.0,Small,Fast Food,1,8.61323037961318,1
smoothie,1,775,1,625,625,4.0,4.0,3.0,5430.0,1.0,Friday,0,Night,0.8,775.0,Small,Fast Food,3,8.599878558034845,1
smoothie,2,1450,1,725,725,2.0,3.0,5.0,5531.0,0.3333333333333333,Saturday,17,Evening,1.0,725.0,Small,Fast Food,1,8.61830469278465,1
smoothie,1,725,1,725,725,1.0,1.0,1.0,4966.0,0.5,Tuesday,18,Evening,0.5,725.0,Small,Fast Food,1,8.51057131510735,1
smoothie,2,1722,2,760,990,8.0,4.0,4.0,6402.0,1.6,Saturday,23,Night,0.4444444444444444,861.0,Small,Fast Food,3,8.764521909518802,1
smoothie,1,725,1,725,725,0.0,0.0,1.0,4987.0,0.0,Tuesday,16,Afternoon,0.0,725.0,Small,Fast Food,0,8.514790306799927,1
mediterranean,2,2170,2,975,1195,53.0,48.0,51.0,5489.0,1.0192307692307692,Thursday,0,Night,0.8888888888888888,1085.0,Small,Mediterranean,3,8.610683534503575,1
mediterranean,1,1450,1,1450,1450,86.0,79.0,156.0,6328.0,0.5477707006369427,Wednesday,2,Night,0.9080459770114944,1450.0,Small,Mediterranean,3,8.752897524775305,1
mediterranean,1,1450,1,1450,1450,68.0,62.0,105.0,5051.0,0.6415094339622641,Wednesday,1,Night,0.8985507246376812,1450.0,Small,Mediterranean,3,8.527539483470381,1
mediterranean,2,2130,2,895,1150,104.0,145.0,128.0,5024.0,0.8062015503875969,Sunday,3,Night,1.380952380952381,1065.0,Small,Mediterranean,3,8.522180732927277,1
mediterranean,3,2570,3,795,895,96.0,67.0,131.0,6325.0,0.7272727272727273,Sunday,3,Night,0.6907216494845361,856.6666666666666,Medium,Mediterranean,3,8.752423403865594,1
mediterranean,2,1200,2,250,950,69.0,70.0,137.0,5908.0,0.5,Thursday,3,Night,1.0,600.0,Small,Mediterranean,3,8.684231891345675,1
mediterranean,2,1620,2,425,1195,98.0,93.0,152.0,5183.0,0.6405228758169934,Sunday,3,Night,0.9393939393939394,810.0,Small,Mediterranean,3,8.55333223803211,1
mediterranean,2,2900,1,1450,1450,80.0,72.0,121.0,5199.0,0.6557377049180327,Wednesday,1,Night,0.8888888888888888,1450.0,Small,Mediterranean,3,8.556413904569519,1
american,1,1475,1,1225,1225,14.0,15.0,29.0,5153.0,0.4666666666666667,Wednesday,3,Night,1.0,1475.0,Small,American,3,8.54752839121231,1
american,3,3200,3,150,1850,5.0,7.0,7.0,5315.0,0.625,Saturday,1,Night,1.1666666666666667,1066.6666666666667,Medium,American,3,8.578476419833136,1
american,2,2225,2,350,1875,9.0,11.0,16.0,5151.0,0.5294117647058824,Thursday,1,Night,1.1,1112.5,Small,American,3,8.54714026778419,1
american,2,3350,2,650,2450,10.0,11.0,16.0,5314.0,0.5882352941176471,Wednesday,2,Night,1.0,1675.0,Small,American,3,8.57828829077605,1
american,3,4425,3,850,2450,12.0,8.0,8.0,5558.0,1.3333333333333333,Saturday,23,Night,0.6153846153846154,1475.0,Medium,American,3,8.62317351495347,1
american,1,2450,1,2450,2450,13.0,12.0,13.0,5259.0,0.9285714285714286,Saturday,1,Night,0.8571428571428571,2450.0,Small,American,3,8.567886305731756,1
american,5,5400,5,400,1300,42.0,43.0,94.0,4934.0,0.4421052631578947,Monday,2,Night,1.0,1080.0,Medium,American,3,8.504107951867582,1
american,4,5100,4,600,1900,44.0,44.0,73.0,5663.0,0.5945945945945946,Tuesday,2,Night,0.9777777777777776,1275.0,Medium,American,3,8.641885635373555,1
american,9,5095,3,109,719,0.0,0.0,2.0,5240.0,0.0,Saturday,19,Evening,0.0,566.1111111111111,Medium,American,1,8.564267598802166,1
chinese,6,4784,6,429,1299,18.0,16.0,24.0,5477.0,0.72,Saturday,1,Night,0.8421052631578947,797.3333333333334,Medium,Asian,3,8.608495349823023,1
vegetarian,6,4700,6,600,1000,5.0,4.0,15.0,5501.0,0.3125,Tuesday,3,Night,0.6666666666666666,783.3333333333334,Medium,Healthy,3,8.61286694148452,1
dessert,1,725,1,725,725,15.0,15.0,19.0,4968.0,0.75,Monday,23,Night,0.9375,725.0,Small,Desserts,3,8.51097389160232,1
pasta,4,2290,4,250,895,82.0,83.0,151.0,5248.0,0.5394736842105263,Thursday,3,Night,1.0,572.5,Medium,Italian,3,8.5657928612523,1
pasta,3,3540,3,250,1695,60.0,64.0,158.0,4953.0,0.3773584905660377,Monday,3,Night,1.0491803278688523,1180.0,Medium,Italian,3,8.507950610049305,1
american,1,3100,1,3100,3100,27.0,28.0,75.0,5155.0,0.3552631578947368,Monday,3,Night,1.0,3100.0,Small,American,3,8.547916364059079,1
chinese,6,5175,6,605,1155,71.0,71.0,150.0,5319.0,0.4701986754966887,Thursday,3,Night,0.9861111111111112,862.5,Medium,Asian,3,8.57922858233569,1
chinese,2,1973,2,878,1095,74.0,74.0,104.0,5012.0,0.7047619047619048,Saturday,4,Night,0.9866666666666668,986.5,Small,Asian,3,8.519789817263504,1
mexican,1,638,1,638,638,1.0,1.0,2.0,5851.0,0.3333333333333333,Saturday,17,Evening,0.5,638.0,Small,Mexican,1,8.674538762140015,1
japanese,1,1000,1,1000,1000,0.0,0.0,0.0,5275.0,0.0,Monday,23,Night,0.0,1000.0,Small,Asian,3,8.570923513837204,1
mexican,4,3226,3,449,799,36.0,35.0,79.0,5278.0,0.45,Monday,3,Night,0.945945945945946,806.5,Medium,Mexican,3,8.571491964823617,1
mexican,2,1648,2,749,799,44.0,40.0,72.0,6334.0,0.6027397260273972,Saturday,1,Night,0.8888888888888888,824.0,Small,Mexican,3,8.75384509275524,1
mexican,3,1487,3,279,699,33.0,22.0,26.0,5707.0,1.2222222222222223,Saturday,0,Night,0.6470588235294118,495.6666666666667,Medium,Mexican,3,8.649623978596727,1
mexican,6,1644,3,149,799,41.0,42.0,81.0,5245.0,0.5,Saturday,4,Night,1.0,274.0,Medium,Mexican,3,8.56522116042682,1
chinese,6,5200,6,395,1495,94.0,92.0,150.0,5659.0,0.6225165562913907,Sunday,3,Night,0.968421052631579,866.6666666666666,Medium,Asian,3,8.641179171197228,1
sandwich,2,1600,1,625,625,4.0,4.0,4.0,5418.0,0.8,Monday,19,Evening,0.8,800.0,Small,Fast Food,1,8.597666575566114,1
sandwich,3,2670,1,625,625,3.0,3.0,4.0,5083.0,0.6,Tuesday,19,Evening,0.75,890.0,Small,Fast Food,1,8.533853632309345,1
mexican,2,1858,2,799,999,54.0,53.0,98.0,5505.0,0.5454545454545454,Sunday,3,Night,0.9636363636363636,929.0,Small,Mexican,3,8.613593685702552,1
mexican,2,900,2,325,575,48.0,50.0,79.0,5793.0,0.6,Saturday,2,Night,1.020408163265306,450.0,Small,Mexican,3,8.664578178329295,1
fast,1,2580,1,1875,1875,38.0,38.0,51.0,6065.0,0.7307692307692307,Saturday,5,Morning,0.9743589743589745,2580.0,Small,Fast Food,2,8.710454688248527,1
pizza,1,995,1,995,995,57.0,43.0,43.0,4997.0,1.2954545454545454,Friday,4,Night,0.7413793103448276,995.0,Small,Italian,3,8.516793111394898,1
american,2,1388,2,659,729,31.0,31.0,49.0,5810.0,0.62,Monday,1,Night,0.96875,694.0,Small,American,3,8.667507952075105,1
mexican,4,1676,4,229,799,36.0,35.0,49.0,5977.0,0.72,Saturday,1,Night,0.945945945945946,419.0,Medium,Mexican,3,8.695841342843883,1
cafe,2,1419,2,750,693,6.0,9.0,9.0,5015.0,0.6,Tuesday,15,Afternoon,1.2857142857142858,709.5,Small,Other,0,8.520388082312756,1
smoothie,1,529,1,449,449,13.0,13.0,11.0,5580.0,1.0833333333333333,Tuesday,22,Night,0.9285714285714286,529.0,Small,Fast Food,3,8.627123250788433,1
smoothie,2,1218,2,489,529,46.0,46.0,55.0,5129.0,0.8214285714285714,Sunday,2,Night,0.9787234042553192,609.0,Small,Fast Food,3,8.542860938164814,1
american,4,3345,4,349,1099,52.0,49.0,83.0,5106.0,0.6190476190476191,Monday,2,Night,0.9245283018867924,836.25,Medium,American,3,8.538367426647644,1
mexican,7,2625,3,375,375,34.0,36.0,89.0,6187.0,0.3777777777777777,Monday,2,Night,1.0285714285714285,375.0,Medium,Mexican,3,8.730367211692958,1
mexican,5,1575,3,225,375,32.0,30.0,25.0,4990.0,1.2307692307692308,Thursday,20,Evening,0.9090909090909092,315.0,Medium,Mexican,1,8.515391569469609,1
mexican,8,5444,8,195,950,54.0,54.0,71.0,5852.0,0.75,Sunday,2,Night,0.9818181818181818,680.5,Large,Mexican,3,8.67470962929122,1
indian,2,3448,2,1649,1799,35.0,31.0,32.0,5419.0,1.0606060606060606,Tuesday,1,Night,0.8611111111111112,1724.0,Small,Indian,3,8.597851094433691,1
mexican,3,1274,3,115,860,21.0,26.0,41.0,5671.0,0.5,Thursday,21,Evening,1.181818181818182,424.6666666666667,Medium,Mexican,1,8.643297068211963,1
mexican,20,5280,6,150,285,46.0,44.0,48.0,5445.0,0.9387755102040816,Saturday,1,Night,0.9361702127659576,264.0,Medium,Mexican,3,8.602636673233706,1
indian,2,1845,2,350,1495,20.0,20.0,28.0,5560.0,0.6896551724137931,Friday,1,Night,0.9523809523809524,922.5,Small,Indian,3,8.623533227187563,1
smoothie,3,1900,3,600,700,2.0,2.0,3.0,5433.0,0.5,Monday,17,Evening,0.6666666666666666,633.3333333333334,Medium,Fast Food,1,8.600430789986293,1
japanese,6,3670,6,295,795,72.0,52.0,55.0,5230.0,1.2857142857142858,Friday,1,Night,0.7123287671232876,611.6666666666666,Medium,Asian,3,8.562357743370612,1
japanese,2,1690,2,495,1195,99.0,93.0,190.0,5565.0,0.518324607329843,Saturday,2,Night,0.93,845.0,Small,Asian,3,8.624431942085836,1
japanese,5,3975,5,495,1295,88.0,74.0,131.0,5955.0,0.6666666666666666,Sunday,2,Night,0.8314606741573034,795.0,Medium,Asian,3,8.6921543938039,1
japanese,3,2185,3,495,1195,122.0,121.0,203.0,5440.0,0.5980392156862745,Friday,2,Night,0.983739837398374,728.3333333333334,Medium,Asian,3,8.601718146485926,1
japanese,3,2185,3,495,1195,105.0,99.0,137.0,5286.0,0.7608695652173914,Wednesday,3,Night,0.9339622641509434,728.3333333333334,Medium,Asian,3,8.57300625623545,1
vietnamese,4,1812,4,328,528,3.0,3.0,5.0,5453.0,0.5,Tuesday,0,Night,0.75,453.0,Medium,Asian,3,8.604104563405533,1
brazilian,4,3115,4,400,1195,13.0,13.0,23.0,5326.0,0.5416666666666666,Monday,4,Night,0.9285714285714286,778.75,Medium,Latin,3,8.580543506917,1
fast,3,1349,3,300,699,7.0,8.0,10.0,5821.0,0.6363636363636364,Sunday,0,Night,1.0,449.6666666666667,Medium,Fast Food,3,8.669399124305569,1
dessert,2,2645,2,1250,1395,1.0,3.0,2.0,5489.0,0.3333333333333333,Sunday,16,Afternoon,1.5,1322.5,Small,Desserts,0,8.610683534503575,1
american,3,1773,3,325,949,20.0,18.0,19.0,5417.0,1.0,Wednesday,18,Evening,0.8571428571428571,591.0,Medium,American,1,8.59748202264504,1
chinese,3,4850,3,1175,2300,28.0,17.0,20.0,4956.0,1.3333333333333333,Wednesday,4,Night,0.5862068965517241,1616.6666666666667,Medium,Asian,3,8.508555998020574,1
chinese,3,1997,2,279,859,3.0,2.0,6.0,5693.0,0.4285714285714285,Friday,20,Evening,0.5,665.6666666666666,Small,Asian,1,8.647168267837984,1
greek,1,759,1,759,759,11.0,11.0,13.0,5552.0,0.7857142857142857,Tuesday,0,Night,0.9166666666666666,759.0,Small,Mediterranean,3,8.622093601241607,1
cafe,3,2685,2,695,995,4.0,4.0,5.0,4950.0,0.6666666666666666,Tuesday,2,Night,0.8,895.0,Small,Other,3,8.507344855361422,1
american,2,3580,2,1240,2340,17.0,15.0,30.0,6220.0,0.5483870967741935,Monday,2,Night,0.8333333333333334,1790.0,Small,American,3,8.73568594451502,1
american,3,3499,3,949,1310,19.0,17.0,27.0,5345.0,0.6785714285714286,Sunday,3,Night,0.85,1166.3333333333333,Medium,American,3,8.584103896698863,1
middle-eastern,5,2685,4,147,1197,56.0,57.0,91.0,5761.0,0.6086956521739131,Sunday,20,Evening,1.0,537.0,Medium,Mediterranean,1,8.659039915644474,1
middle-eastern,3,2193,3,199,1197,105.0,124.0,251.0,5465.0,0.4166666666666667,Saturday,3,Night,1.169811320754717,731.0,Medium,Mediterranean,3,8.606302366488013,1
breakfast,5,2760,5,345,895,91.0,82.0,168.0,5094.0,0.5384615384615384,Saturday,2,Night,0.8913043478260869,552.0,Medium,Other,3,8.536014945656826,1
middle-eastern,3,1141,3,147,797,52.0,52.0,73.0,4931.0,0.7027027027027027,Friday,19,Evening,0.981132075471698,380.3333333333333,Medium,Mediterranean,1,8.503499864284235,1
middle-eastern,6,2932,6,197,897,96.0,89.0,154.0,5365.0,0.6193548387096774,Tuesday,3,Night,0.9175257731958762,488.6666666666667,Medium,Mediterranean,3,8.58783803098557,1
middle-eastern,2,994,2,197,797,129.0,134.0,253.0,5572.0,0.5078740157480315,Saturday,3,Night,1.0307692307692309,497.0,Small,Mediterranean,3,8.625688787569537,1
middle-eastern,6,2785,6,100,897,81.0,81.0,162.0,5104.0,0.4969325153374233,Monday,1,Night,0.9878048780487804,464.1666666666667,Medium,Mediterranean,3,8.537975730598767,1
middle-eastern,6,4084,5,299,1197,46.0,53.0,64.0,5059.0,0.7076923076923077,Saturday,19,Evening,1.127659574468085,680.6666666666666,Medium,Mediterranean,1,8.52912176228151,1
american,3,3515,3,695,1275,11.0,12.0,13.0,5316.0,0.7857142857142857,Monday,3,Night,1.0,1171.6666666666667,Medium,American,3,8.57866451350434,1
pizza,3,2450,3,300,1150,11.0,13.0,23.0,5047.0,0.4583333333333333,Monday,3,Night,1.0833333333333333,816.6666666666666,Medium,Italian,3,8.52674740422105,1
american,1,849,1,849,849,2.0,2.0,3.0,5299.0,0.5,Friday,15,Afternoon,0.6666666666666666,849.0,Small,American,0,8.575462099540212,1
mexican,4,1929,4,200,733,18.0,17.0,29.0,5360.0,0.6,Sunday,1,Night,0.8947368421052632,482.25,Medium,Mexican,3,8.586905803827538,1
mexican,2,1303,2,350,733,62.0,62.0,87.0,4979.0,0.7045454545454546,Saturday,3,Night,0.984126984126984,651.5,Small,Mexican,3,8.513185170018698,1
burmese,5,3690,5,300,1100,59.0,60.0,102.0,6305.0,0.5728155339805825,Monday,2,Night,1.0,738.0,Medium,Asian,3,8.749256840105007,1
japanese,3,3280,3,880,1300,65.0,68.0,98.0,5411.0,0.6565656565656566,Saturday,2,Night,1.0303030303030305,1093.3333333333333,Medium,Asian,3,8.59637398929068,1
mediterranean,3,3670,1,890,890,53.0,54.0,70.0,5328.0,0.7464788732394366,Saturday,2,Night,1.0,1223.3333333333333,Small,Mediterranean,3,8.580918882296782,1
japanese,3,2260,2,480,890,65.0,68.0,100.0,6116.0,0.6435643564356436,Saturday,3,Night,1.0303030303030305,753.3333333333334,Small,Asian,3,8.718827059242566,1
japanese,2,2160,1,1080,1080,56.0,57.0,86.0,5246.0,0.6436781609195402,Sunday,3,Night,1.0,1080.0,Small,Asian,3,8.565411763686711,1
japanese,4,3420,3,480,1080,57.0,57.0,80.0,5774.0,0.7037037037037037,Monday,2,Night,0.9827586206896552,855.0,Medium,Asian,3,8.661293535389994,1
japanese,2,1880,2,380,1100,57.0,56.0,90.0,5168.0,0.6263736263736264,Sunday,3,Night,0.9655172413793104,940.0,Small,Asian,3,8.550434525196039,1
japanese,3,3060,3,480,1300,48.0,48.0,104.0,6194.0,0.4571428571428571,Monday,3,Night,0.979591836734694,1020.0,Medium,Asian,3,8.731497794063243,1
japanese,2,2360,2,1080,1080,45.0,44.0,43.0,5208.0,1.0227272727272727,Thursday,2,Night,0.9565217391304348,1180.0,Small,Asian,3,8.558143177745192,1
japanese,2,3770,2,890,980,39.0,39.0,70.0,5345.0,0.5492957746478874,Tuesday,3,Night,0.975,1885.0,Small,Asian,3,8.584103896698863,1
japanese,2,3210,1,1080,1080,47.0,47.0,66.0,5832.0,0.7014925373134329,Wednesday,3,Night,0.9791666666666666,1605.0,Small,Asian,3,8.671286726753637,1
japanese,2,3010,2,1080,1080,50.0,49.0,81.0,5348.0,0.6097560975609756,Saturday,3,Night,0.9607843137254902,1505.0,Small,Asian,3,8.58466490653125,1
japanese,3,3340,3,780,1180,50.0,52.0,65.0,5718.0,0.7575757575757576,Sunday,2,Night,1.0196078431372548,1113.3333333333333,Medium,Asian,3,8.651549243915316,1
japanese,2,2160,2,980,1080,50.0,51.0,87.0,5288.0,0.5681818181818182,Sunday,2,Night,1.0,1080.0,Small,Asian,3,8.57338447106598,1
japanese,2,1960,1,980,980,36.0,35.0,41.0,6133.0,0.8571428571428571,Sunday,1,Night,0.945945945945946,980.0,Small,Asian,3,8.721602344674197,1
japanese,2,1870,2,890,980,52.0,52.0,66.0,5671.0,0.7761194029850746,Saturday,4,Night,0.981132075471698,935.0,Small,Asian,3,8.643297068211963,1
japanese,1,1080,1,1080,1080,55.0,55.0,90.0,5551.0,0.6043956043956044,Friday,3,Night,0.9821428571428572,1080.0,Small,Asian,3,8.62191350218664,1
japanese,1,1180,1,1080,1080,49.0,50.0,82.0,5024.0,0.5903614457831325,Thursday,3,Night,1.0,1180.0,Small,Asian,3,8.522180732927277,1
japanese,3,2832,2,454,943,43.0,51.0,62.0,5024.0,0.6825396825396826,Wednesday,2,Night,1.1590909090909092,944.0,Small,Asian,3,8.522180732927277,1
japanese,2,2460,2,884,1196,30.0,28.0,55.0,5135.0,0.5357142857142857,Monday,1,Night,0.9032258064516128,1230.0,Small,Asian,3,8.544029845369797,1
burger,3,1067,2,229,419,82.0,81.0,163.0,5486.0,0.5,Monday,2,Night,0.9759036144578314,355.6666666666667,Small,Fast Food,3,8.610136937058975,1
burger,2,978,2,309,669,82.0,81.0,149.0,5559.0,0.5466666666666666,Monday,2,Night,0.9759036144578314,489.0,Small,Fast Food,3,8.623353387244627,1
mexican,2,3077,2,879,1598,12.0,11.0,12.0,4996.0,0.9230769230769232,Saturday,20,Evening,0.8461538461538461,1538.5,Small,Mexican,1,8.516593011344206,1
american,3,2700,3,500,1300,59.0,51.0,55.0,6297.0,1.0535714285714286,Sunday,2,Night,0.85,900.0,Medium,American,3,8.74798740166097,1
american,2,1650,2,350,1300,49.0,50.0,69.0,5057.0,0.7,Sunday,2,Night,1.0,825.0,Small,American,3,8.52872642722991,1
american,3,1650,3,275,975,0.0,0.0,2.0,5769.0,0.0,Monday,15,Afternoon,0.0,550.0,Medium,American,0,8.660427359502146,1
breakfast,2,2468,2,1019,1299,0.0,0.0,0.0,5895.0,0.0,Thursday,16,Afternoon,0.0,1234.0,Small,Other,0,8.682029433869172,1
dessert,6,3285,3,300,795,116.0,93.0,192.0,5006.0,0.6010362694300518,Saturday,2,Night,0.7948717948717948,547.5,Medium,Desserts,3,8.518592212329946,1
burger,3,1417,3,249,589,123.0,112.0,226.0,5290.0,0.5418502202643172,Saturday,3,Night,0.9032258064516128,472.3333333333333,Medium,Fast Food,3,8.57376254290413,1
burger,2,918,2,249,669,74.0,72.0,124.0,5568.0,0.592,Tuesday,2,Night,0.96,459.0,Small,Fast Food,3,8.624970783589669,1
fast,4,2106,3,229,669,95.0,92.0,158.0,5682.0,0.5974842767295597,Monday,3,Night,0.9583333333333334,526.5,Medium,Fast Food,3,8.645234541297121,1
fast,3,807,3,149,209,14.0,13.0,14.0,5106.0,0.9333333333333332,Thursday,23,Night,0.8666666666666667,269.0,Medium,Fast Food,3,8.538367426647644,1
american,1,1095,1,1095,1095,8.0,8.0,8.0,5596.0,0.8888888888888888,Monday,20,Evening,0.8888888888888888,1095.0,Small,American,1,8.62998601889136,1
sandwich,3,1493,3,139,485,83.0,83.0,163.0,5660.0,0.5060975609756098,Monday,2,Night,0.988095238095238,497.6666666666667,Medium,Fast Food,3,8.64135583403666,1
pizza,4,2880,3,495,795,19.0,20.0,32.0,5450.0,0.5757575757575758,Sunday,4,Night,1.0,720.0,Medium,Italian,3,8.603554357064281,1
american,4,4385,4,995,1895,9.0,9.0,18.0,5643.0,0.4736842105263157,Saturday,3,Night,0.9,1096.25,Medium,American,3,8.638348312972704,1
pizza,2,1798,1,899,899,53.0,52.0,71.0,5907.0,0.7361111111111112,Saturday,4,Night,0.9629629629629628,899.0,Small,Italian,3,8.68406264365127,1
pizza,1,899,1,899,899,39.0,39.0,68.0,6392.0,0.5652173913043478,Tuesday,4,Night,0.975,899.0,Small,Italian,3,8.762958920766726,1
pizza,1,899,1,899,899,63.0,61.0,75.0,5546.0,0.8289473684210527,Sunday,2,Night,0.953125,899.0,Small,Italian,3,8.621012520055235,1
pizza,4,2580,1,645,645,9.0,11.0,15.0,5320.0,0.5625,Monday,1,Night,1.1,645.0,Small,Italian,3,8.579416534596369,1
pizza,4,2960,2,385,795,12.0,12.0,17.0,5559.0,0.6666666666666666,Tuesday,2,Night,0.9230769230769232,740.0,Small,Italian,3,8.623353387244627,1
pizza,1,795,1,795,795,4.0,6.0,9.0,5522.0,0.4,Sunday,23,Night,1.2,795.0,Small,Italian,3,8.616676469901188,1
pizza,3,1785,3,195,795,21.0,21.0,23.0,5099.0,0.875,Wednesday,2,Night,0.9545454545454546,595.0,Medium,Italian,3,8.536995818712418,1
vegetarian,2,1800,2,650,1150,31.0,31.0,75.0,5562.0,0.4078947368421052,Monday,2,Night,0.96875,900.0,Small,Healthy,3,8.623892810075294,1
american,3,1933,3,199,599,4.0,4.0,6.0,5103.0,0.5714285714285714,Saturday,20,Evening,0.8,644.3333333333334,Medium,American,1,8.537779825024625,1
japanese,3,3940,2,350,1795,5.0,6.0,10.0,4966.0,0.4545454545454545,Monday,1,Night,1.0,1313.3333333333333,Small,Asian,3,8.51057131510735,1
chinese,6,3435,5,195,895,87.0,76.0,96.0,6299.0,0.8969072164948454,Wednesday,1,Night,0.8636363636363636,572.5,Medium,Asian,3,8.748304912379623,1
barbecue,3,2025,3,250,800,21.0,22.0,18.0,5568.0,1.105263157894737,Sunday,3,Night,1.0,675.0,Medium,American,3,8.624970783589669,1
italian,3,2680,3,595,1095,5.0,5.0,13.0,5327.0,0.3571428571428571,Thursday,2,Night,0.8333333333333334,893.3333333333334,Medium,Italian,3,8.580731212220226,1
burger,5,1655,4,149,539,5.0,5.0,11.0,5581.0,0.4166666666666667,Sunday,17,Evening,0.8333333333333334,331.0,Medium,Fast Food,1,8.627302414096267,1
american,7,2410,6,110,1040,15.0,21.0,27.0,5427.0,0.5357142857142857,Monday,22,Night,1.3125,344.2857142857143,Medium,American,3,8.59932602095476,1
american,1,1930,1,1930,1930,45.0,41.0,69.0,5563.0,0.6428571428571429,Monday,2,Night,0.8913043478260869,1930.0,Small,American,3,8.624072553043334,1
breakfast,2,1105,1,548,567,21.0,23.0,30.0,4972.0,0.6774193548387096,Monday,21,Evening,1.0454545454545454,552.5,Small,Other,1,8.511778558714738,1
breakfast,3,1053,3,125,469,6.0,5.0,5.0,5029.0,1.0,Saturday,17,Evening,0.7142857142857143,351.0,Medium,Other,1,8.523175263093785,1
greek,1,1350,1,1350,1350,32.0,32.0,37.0,5684.0,0.8421052631578947,Wednesday,4,Night,0.9696969696969696,1350.0,Small,Mediterranean,3,8.645586406184636,1
mexican,2,1413,2,499,829,97.0,89.0,164.0,4943.0,0.5878787878787879,Thursday,1,Night,0.9081632653061223,706.5,Small,Mexican,3,8.505929999137527,1
barbecue,1,1400,1,1400,1400,87.0,85.0,125.0,5106.0,0.6904761904761905,Wednesday,1,Night,0.9659090909090908,1400.0,Small,American,3,8.538367426647644,1
barbecue,1,1400,1,1400,1400,105.0,103.0,188.0,5122.0,0.5555555555555556,Thursday,2,Night,0.9716981132075472,1400.0,Small,American,3,8.541495483939203,1
vietnamese,4,1245,4,250,350,20.0,20.0,21.0,5353.0,0.9090909090909092,Monday,2,Night,0.9523809523809524,311.25,Medium,Asian,3,8.585599224080298,1
vietnamese,5,4235,5,525,1195,2.0,2.0,3.0,5587.0,0.5,Thursday,18,Evening,0.6666666666666666,847.0,Medium,Asian,1,8.628376720376853,1
vietnamese,5,2625,1,525,525,10.0,13.0,31.0,6086.0,0.3125,Monday,3,Night,1.181818181818182,525.0,Small,Asian,3,8.713910628493924,1
vietnamese,2,1400,1,525,525,1.0,1.0,1.0,5089.0,0.5,Sunday,18,Evening,0.5,700.0,Small,Asian,1,8.53503310954457,1
thai,7,5975,7,150,1295,76.0,59.0,85.0,5255.0,0.8837209302325582,Thursday,3,Night,0.7662337662337663,853.5714285714286,Large,Asian,3,8.567125560164447,1
thai,4,2985,4,350,1195,58.0,78.0,108.0,6391.0,0.5321100917431193,Sunday,2,Night,1.3220338983050848,746.25,Medium,Asian,3,8.76280248744611,1
smoothie,4,1916,3,449,489,11.0,8.0,6.0,5750.0,1.5714285714285714,Thursday,22,Night,0.6666666666666666,479.0,Medium,Fast Food,3,8.657129031713755,1
pasta,4,4380,4,595,1595,91.0,85.0,171.0,5805.0,0.5290697674418605,Saturday,2,Night,0.9239130434782608,1095.0,Medium,Italian,3,8.666647144584575,1
pasta,7,2525,4,275,1075,110.0,75.0,128.0,5214.0,0.8527131782945736,Sunday,2,Night,0.6756756756756757,360.7142857142857,Medium,Italian,3,8.559294367434873,1
smoothie,3,1588,2,449,450,20.0,20.0,23.0,5032.0,0.8333333333333334,Monday,19,Evening,0.9523809523809524,529.3333333333334,Small,Fast Food,1,8.52377150677636,1
