Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List_0,Ingredients_List_1,Ingredients_List_2,Ingredients_List_3,Ingredients_List_4,Preparation_Steps_0_0,Preparation_Steps_0_1,Preparation_Steps_0_2,Preparation_Steps_0_3,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R1953,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,33,Hard,U517,Vegetarian,4,Feedback 1953,2024-02-14,Summer,Party,5,539,Dairy,16.0,138,Yes
R1954,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,44,Medium,U293,Gluten-Free,4,Feedback 1954,2024-08-31,Spring,Dinner,2,283,None,13.0,78,No
R1955,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,39,Medium,U879,Gluten-Free,5,Feedback 1955,2024-07-27,Summer,Party,5,498,None,11.0,295,No
R1956,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,28,Easy,U618,None,1,Feedback 1956,2024-08-11,Winter,Lunch,2,509,Gluten,5.0,414,No
R1957,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,86,Easy,U390,None,1,Feedback 1957,2024-04-12,Spring,Lunch,6,388,Gluten,13.0,421,No
R1958,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,46,Hard,U330,Vegetarian,1,Feedback 1958,2024-04-24,Winter,Dinner,3,283,Dairy,20.0,470,Yes
R1959,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,85,Hard,U471,Vegetarian,5,Feedback 1959,2024-08-17,Spring,Party,6,677,Dairy,10.0,316,No
R1960,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,43,Medium,U639,Gluten-Free,2,Feedback 1960,2024-11-30,Spring,Party,3,251,None,5.0,459,No
R1961,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,15,Easy,U320,Vegan,4,Feedback 1961,2024-04-20,Spring,Lunch,6,448,Soy,18.0,246,Yes
R1962,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,82,Easy,U648,None,5,Feedback 1962,2024-08-02,Winter,Casual,6,211,Gluten,5.0,454,Yes
R1963,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,34,Medium,U460,None,1,Feedback 1963,2024-12-04,Spring,Dinner,1,558,None,16.0,101,No
R1964,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,82,Easy,U621,Vegan,4,Feedback 1964,2024-11-17,Winter,Party,4,226,Soy,11.0,289,No
R1965,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,71,Medium,U451,Gluten-Free,1,Feedback 1965,2024-08-12,Fall,Casual,2,362,None,12.0,272,Yes
R1966,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,82,Hard,U849,Vegetarian,4,Feedback 1966,2024-11-08,Summer,Party,4,353,Dairy,13.0,137,Yes
R1967,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,34,Medium,U958,Gluten-Free,1,Feedback 1967,2024-06-05,Summer,Lunch,5,786,None,16.0,346,No
R1968,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,43,Easy,U994,Vegan,3,Feedback 1968,2024-06-01,Summer,Dinner,3,423,Soy,8.0,287,No
R1969,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,24,Medium,U262,Gluten-Free,4,Feedback 1969,2024-03-08,Summer,Lunch,1,719,None,12.0,245,Yes
R1970,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,67,Easy,U190,None,2,Feedback 1970,2024-11-08,Summer,Party,4,628,Gluten,16.0,351,No
R1971,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,25,Hard,U835,Vegetarian,2,Feedback 1971,2024-02-05,Fall,Party,2,316,Dairy,16.0,332,Yes
R1972,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,58,Hard,U929,Vegetarian,5,Feedback 1972,2024-08-02,Summer,Party,6,399,Dairy,6.0,338,Yes
R1973,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,51,Medium,U404,None,5,Feedback 1973,2024-12-05,Summer,Casual,6,404,None,16.0,176,No
R1974,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,22,Hard,U765,Vegetarian,3,Feedback 1974,2024-04-23,Spring,Lunch,2,604,Dairy,17.0,259,No
R1975,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,39,Medium,U256,None,2,Feedback 1975,2024-03-20,Winter,Lunch,3,476,None,6.0,93,Yes
R1976,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,20,Medium,U331,Gluten-Free,3,Feedback 1976,2024-05-27,Winter,Dinner,1,376,None,18.0,457,Yes
R1977,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,74,Hard,U585,Vegetarian,3,Feedback 1977,2024-10-03,Winter,Casual,6,585,Dairy,7.0,211,Yes
R1978,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,30,Easy,U175,None,4,Feedback 1978,2024-02-07,Spring,Party,6,704,Gluten,13.0,162,Yes
R1979,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,72,Medium,U382,None,4,Feedback 1979,2024-04-29,Winter,Lunch,2,265,None,18.0,479,Yes
R1980,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,83,Easy,U742,None,1,Feedback 1980,2024-07-27,Fall,Lunch,5,249,Gluten,18.0,272,Yes
R1981,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,28,Medium,U172,Gluten-Free,1,Feedback 1981,2024-04-13,Winter,Lunch,4,427,None,10.0,255,Yes
R1982,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,31,Easy,U535,None,5,Feedback 1982,2024-02-13,Spring,Casual,3,322,Gluten,8.0,284,Yes
R1983,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,69,Medium,U223,None,5,Feedback 1983,2024-04-27,Fall,Dinner,6,675,None,15.0,56,No
R1984,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,27,Medium,U329,None,5,Feedback 1984,2024-09-22,Spring,Lunch,4,269,None,11.0,250,No
R1985,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,83,Medium,U549,None,3,Feedback 1985,2024-06-19,Spring,Lunch,3,687,None,6.0,495,No
R1986,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,49,Medium,U848,None,5,Feedback 1986,2024-02-06,Summer,Lunch,5,718,None,18.0,261,Yes
R1987,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,22,Easy,U741,None,1,Feedback 1987,2024-09-13,Spring,Casual,5,656,Gluten,17.0,218,No
R1988,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,67,Easy,U356,None,1,Feedback 1988,2024-01-05,Summer,Casual,1,344,Gluten,16.0,418,Yes
R1989,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,35,Easy,U879,Vegan,5,Feedback 1989,2024-02-10,Winter,Lunch,1,511,Soy,9.0,397,Yes
R1990,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,50,Medium,U839,None,4,Feedback 1990,2024-12-15,Spring,Lunch,6,558,None,13.0,71,Yes
R1991,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,81,Medium,U581,Gluten-Free,1,Feedback 1991,2024-12-30,Spring,Party,1,550,None,7.0,372,Yes
R1992,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,32,Hard,U665,Vegetarian,3,Feedback 1992,2024-03-14,Summer,Lunch,3,400,Dairy,8.0,108,No
R1993,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,45,Medium,U265,Gluten-Free,1,Feedback 1993,2024-03-12,Summer,Party,5,213,None,15.0,159,Yes
R1994,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,64,Easy,U709,None,1,Feedback 1994,2024-12-04,Fall,Lunch,2,456,Gluten,6.0,78,No
R1995,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,27,Easy,U600,None,4,Feedback 1995,2024-02-19,Fall,Party,4,436,Gluten,18.0,72,No
R1996,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,27,Easy,U201,None,5,Feedback 1996,2024-06-18,Spring,Casual,4,762,Gluten,7.0,448,No
R1997,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,90,Easy,U886,None,1,Feedback 1997,2024-11-28,Spring,Dinner,4,655,Gluten,18.0,112,Yes
R1998,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,26,Easy,U517,None,2,Feedback 1998,2024-02-19,Winter,Dinner,2,664,Gluten,14.0,285,No
R1999,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,29,Medium,U376,Gluten-Free,4,Feedback 1999,2024-10-19,Spring,Lunch,3,280,None,17.0,297,No
R2000,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,30,Easy,U342,None,3,Feedback 2000,2024-07-03,Spring,Dinner,6,543,Gluten,17.0,73,Yes
R2001,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,57,Medium,U573,Gluten-Free,2,Feedback 2001,2024-05-23,Fall,Dinner,5,470,None,15.0,406,No
R2002,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,24,Hard,U287,Vegetarian,3,Feedback 2002,2024-09-02,Summer,Lunch,3,683,Dairy,17.0,259,No
R2003,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,49,Easy,U193,None,2,Feedback 2003,2024-11-30,Summer,Lunch,2,462,Gluten,13.0,210,No
R2004,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,51,Hard,U320,Vegetarian,4,Feedback 2004,2024-12-18,Spring,Lunch,5,750,Dairy,19.0,323,Yes
R2005,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,76,Medium,U963,None,3,Feedback 2005,2024-04-27,Winter,Lunch,6,441,None,7.0,466,No
R2006,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,20,Medium,U386,Gluten-Free,1,Feedback 2006,2024-08-07,Summer,Dinner,5,357,None,15.0,403,No
R2007,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,32,Medium,U413,None,4,Feedback 2007,2024-12-16,Summer,Lunch,5,621,None,9.0,352,No
R2008,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,89,Easy,U255,Vegan,2,Feedback 2008,2024-04-21,Winter,Party,6,562,Soy,17.0,470,Yes
R2009,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,75,Easy,U805,Vegan,2,Feedback 2009,2024-06-05,Summer,Lunch,4,521,Soy,20.0,283,Yes
R2010,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,53,Easy,U574,None,2,Feedback 2010,2024-06-16,Winter,Casual,4,724,Gluten,20.0,112,Yes
R2011,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,88,Medium,U801,Gluten-Free,3,Feedback 2011,2024-03-12,Fall,Party,4,742,None,15.0,399,Yes
R2012,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,30,Easy,U303,Vegan,2,Feedback 2012,2024-07-06,Winter,Party,5,316,Soy,13.0,246,No
R2013,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,46,Easy,U292,None,5,Feedback 2013,2024-05-23,Summer,Casual,2,212,Gluten,8.0,231,Yes
R2014,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,28,Medium,U412,Gluten-Free,5,Feedback 2014,2024-08-11,Spring,Party,2,800,None,9.0,434,No
R2015,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,64,Easy,U725,Vegan,3,Feedback 2015,2024-11-07,Winter,Party,3,295,Soy,8.0,317,Yes
R2016,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,87,Easy,U649,Vegan,2,Feedback 2016,2024-04-25,Winter,Lunch,5,587,Soy,11.0,364,Yes
R2017,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,65,Easy,U384,Vegan,3,Feedback 2017,2024-10-16,Winter,Casual,6,465,Soy,16.0,404,No
R2018,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,38,Easy,U672,Vegan,1,Feedback 2018,2024-01-04,Fall,Casual,3,253,Soy,18.0,334,No
R2019,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,73,Medium,U825,None,1,Feedback 2019,2024-03-25,Fall,Party,2,560,None,16.0,495,Yes
R2020,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,53,Medium,U711,None,4,Feedback 2020,2024-06-25,Spring,Casual,3,674,None,17.0,271,Yes
R2021,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,22,Easy,U653,None,2,Feedback 2021,2024-03-14,Summer,Party,6,735,Gluten,8.0,165,No
R2022,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,89,Medium,U637,Gluten-Free,2,Feedback 2022,2024-12-19,Spring,Casual,6,688,None,8.0,197,No
R2023,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,53,Easy,U996,None,1,Feedback 2023,2024-10-20,Spring,Lunch,5,667,Gluten,17.0,80,Yes
R2024,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,26,Easy,U576,Vegan,1,Feedback 2024,2024-10-28,Spring,Party,5,383,Soy,8.0,185,Yes
R2025,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,37,Medium,U137,Gluten-Free,1,Feedback 2025,2024-07-22,Summer,Dinner,3,223,None,11.0,292,No
R2026,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,20,Medium,U642,None,3,Feedback 2026,2024-09-16,Winter,Dinner,6,607,None,8.0,336,Yes
R2027,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,46,Medium,U259,Gluten-Free,3,Feedback 2027,2024-06-11,Summer,Casual,4,308,None,12.0,395,Yes
R2028,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,51,Hard,U411,Vegetarian,4,Feedback 2028,2024-12-14,Spring,Lunch,2,292,Dairy,6.0,422,Yes
R2029,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,83,Easy,U314,None,2,Feedback 2029,2024-06-29,Winter,Dinner,4,306,Gluten,20.0,326,Yes
R2030,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,41,Hard,U201,Vegetarian,1,Feedback 2030,2024-06-26,Spring,Party,4,595,Dairy,12.0,360,No
R2031,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,78,Medium,U148,None,5,Feedback 2031,2024-07-14,Summer,Casual,2,737,None,17.0,469,No
R2032,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,81,Hard,U234,Vegetarian,2,Feedback 2032,2024-06-02,Spring,Lunch,6,640,Dairy,7.0,459,No
R2033,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,61,Hard,U660,Vegetarian,4,Feedback 2033,2024-09-27,Winter,Dinner,1,575,Dairy,14.0,68,No
R2034,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,77,Hard,U145,Vegetarian,5,Feedback 2034,2024-11-14,Fall,Party,4,795,Dairy,14.0,274,No
R2035,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,47,Medium,U832,None,2,Feedback 2035,2024-08-03,Summer,Party,6,463,None,5.0,284,No
R2036,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,35,Easy,U792,Vegan,5,Feedback 2036,2024-05-24,Fall,Party,4,255,Soy,15.0,195,Yes
R2037,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,73,Easy,U830,None,1,Feedback 2037,2024-08-14,Summer,Lunch,6,240,Gluten,5.0,459,No
R2038,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,63,Hard,U578,Vegetarian,1,Feedback 2038,2024-02-15,Winter,Casual,4,342,Dairy,10.0,232,Yes
R2039,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,87,Medium,U114,Gluten-Free,3,Feedback 2039,2024-01-05,Winter,Dinner,4,508,None,15.0,139,Yes
R2040,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,82,Hard,U901,Vegetarian,2,Feedback 2040,2024-09-15,Summer,Party,5,746,Dairy,8.0,292,Yes
R2041,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,31,Hard,U351,Vegetarian,3,Feedback 2041,2024-10-29,Fall,Casual,3,322,Dairy,11.0,374,No
R2042,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,51,Hard,U364,Vegetarian,4,Feedback 2042,2024-08-12,Spring,Party,1,552,Dairy,11.0,499,No
R2043,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,67,Easy,U975,None,1,Feedback 2043,2024-03-16,Winter,Dinner,6,478,Gluten,11.0,387,No
R2044,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,71,Easy,U875,None,4,Feedback 2044,2024-01-18,Fall,Party,3,499,Gluten,14.0,189,No
R2045,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,59,Easy,U962,Vegan,1,Feedback 2045,2024-10-29,Winter,Party,4,345,Soy,12.0,73,No
R2046,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,79,Medium,U522,Gluten-Free,2,Feedback 2046,2024-08-27,Winter,Party,2,560,None,13.0,216,No
R2047,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,85,Medium,U489,None,1,Feedback 2047,2024-05-11,Fall,Party,1,735,None,12.0,83,Yes
R2048,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,30,Hard,U459,Vegetarian,4,Feedback 2048,2024-08-09,Winter,Dinner,6,602,Dairy,13.0,473,Yes
R2049,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,58,Easy,U541,Vegan,2,Feedback 2049,2024-07-18,Fall,Casual,4,375,Soy,19.0,361,No
R2050,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,85,Easy,U397,None,4,Feedback 2050,2024-11-18,Summer,Lunch,3,345,Gluten,17.0,193,No
R2051,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,49,Easy,U618,None,2,Feedback 2051,2024-05-10,Winter,Party,5,317,Gluten,18.0,119,No
R2052,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,33,Medium,U814,None,5,Feedback 2052,2024-04-02,Spring,Casual,4,650,None,11.0,84,Yes
R2053,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,17,Easy,U860,None,5,Feedback 2053,2024-03-29,Spring,Casual,1,395,Gluten,14.0,273,Yes
R2054,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,27,Easy,U169,None,5,Feedback 2054,2024-12-18,Fall,Lunch,3,459,Gluten,9.0,179,Yes
R2055,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,23,Medium,U197,None,4,Feedback 2055,2024-03-18,Fall,Party,4,362,None,9.0,369,Yes
R2056,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,89,Easy,U835,None,3,Feedback 2056,2024-11-20,Spring,Casual,6,649,Gluten,9.0,258,Yes
R2057,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,34,Easy,U986,Vegan,4,Feedback 2057,2024-09-30,Summer,Party,1,606,Soy,10.0,105,No
R2058,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,63,Medium,U551,Gluten-Free,1,Feedback 2058,2024-08-27,Winter,Dinner,5,304,None,7.0,334,Yes
